IP,cf-meta-ip,端口,速度(Mbps),CF归属国,机房,TCP延迟(ms),TLS延迟(ms)
62.182.198.178,62.182.198.178,443,3.14,SE,ARN,183.22,179.5
51.21.18.89,51.21.18.89,2087,3.01,SE,ARN,152.26,162.03
5.175.236.58,5.175.236.58,443,2.99,SE,FRA,150.43,218.66
41.216.182.98,41.216.182.98,443,2.92,SE,ARN,149.26,159.77
176.97.77.91,176.97.77.91,443,2.8,SE,ARN,157.78,167.13
84.32.208.201,84.32.208.201,443,2.78,SE,ARN,157.09,170.93
84.32.208.198,84.32.208.198,443,2.74,SE,ARN,152.24,157.11
16.171.218.156,16.171.218.156,443,2.63,SE,ARN,155.3,184.7
89.125.76.229,89.125.76.229,443,2.6,SE,ARN,177.51,163.32
16.170.253.163,16.170.253.163,443,2.56,SE,ARN,156.79,159.49
46.249.103.176,46.249.103.176,2083,2.53,SE,ARN,163.39,264.69
206.168.215.172,206.168.215.172,443,2.48,SE,ARN,147.72,160.47
80.66.78.190,80.66.78.190,443,2.48,SE,ARN,156.66,162.99
80.66.78.207,80.66.78.207,443,2.47,SE,ARN,157.35,162.53
64.188.81.49,64.188.81.49,443,2.41,SE,ARN,161.19,166.82
51.21.18.89,51.21.18.89,443,2.39,SE,ARN,152.16,164.09
192.145.30.27,192.145.30.27,443,2.38,SE,ARN,157.45,166.68
84.32.99.229,84.32.99.229,443,2.38,SE,ARN,163.38,169.45
5.175.236.48,5.175.236.48,443,2.35,SE,FRA,152.94,225.53
5.175.236.53,5.175.236.53,443,2.28,SE,FRA,150.48,226.66
37.252.9.236,37.252.9.236,443,2.27,SE,ARN,162.48,167.3
185.159.75.65,185.159.75.65,443,2.26,SE,ARN,162.29,171.59
185.159.75.51,185.159.75.51,443,2.23,SE,ARN,167.43,182.77
5.175.236.54,5.175.236.54,443,2.19,SE,FRA,153.97,231.91
185.21.11.91,185.21.11.91,443,2.13,SE,CPH,158.6,171.94
206.168.215.172,2a13:7c82:114:7::,2053,2.12,SE,ARN,148.91,159.02
51.20.202.203,51.20.202.203,443,2.1,SE,ARN,201.85,173.84
213.165.33.192,213.165.33.192,443,2.05,SE,ARN,172.17,213.21
5.175.236.4,5.175.236.4,443,1.79,SE,FRA,152.87,220.72
46.249.103.176,46.249.103.176,443,1.77,SE,ARN,163.32,257.33
84.32.99.133,84.32.99.133,443,1.76,SE,ARN,163.53,169.86
79.108.164.203,79.108.164.203,443,1.75,SE,ARN,169.82,169.22
121.127.33.216,121.127.33.130,443,1.74,SE,ARN,149.59,161.91
89.127.201.202,89.127.201.202,443,1.7,SE,CPH,155.81,162.23
37.203.209.26,37.203.209.26,443,1.69,SE,ARN,149.9,149.38
138.124.71.139,138.124.71.139,443,1.69,SE,ARN,149.19,155.18
84.32.99.133,84.32.99.133,8443,1.68,SE,ARN,167.8,177.74
46.226.164.229,2a01:e5c0:60b7::2,443,1.05,SE,MUC,190.75,269.7
43.170.38.62,43.174.51.129,443,2.51,SG,SIN,216.25,222.45
61.13.236.181,61.13.236.181,8443,1.4,SG,SIN,217.18,222.6
83.147.234.163,83.147.234.163,443,1.36,SG,SIN,263.79,273.85
134.185.85.155,104.28.254.47,443,1.35,SG,SIN,227.38,221.32
149.28.153.207,149.28.153.207,443,1.35,SG,SIN,219.22,221.81
43.160.241.174,43.160.241.174,443,1.34,SG,SIN,217.94,224.33
159.89.199.63,159.89.199.63,443,1.34,SG,SIN,218.8,275.52
43.134.62.218,43.134.62.218,443,1.33,SG,SIN,218.38,221.85
43.160.238.73,43.160.238.73,443,1.32,SG,SIN,215.57,224.28
85.149.211.122,85.149.211.122,443,1.32,SG,SIN,220.05,225.71
140.245.127.48,140.245.127.48,443,1.32,SG,SIN,217.52,265.23
45.32.127.54,45.32.127.54,443,1.31,SG,SIN,218.73,218.76
143.198.80.220,143.198.80.220,443,1.31,SG,SIN,223.97,286.86
168.144.44.150,168.144.44.150,443,1.31,SG,SIN,229.56,220.28
149.28.159.222,149.28.159.222,443,1.31,SG,SIN,218.42,221.67
213.35.105.58,104.28.222.43,443,1.3,SG,SIN,217.28,222.03
168.144.100.103,168.144.100.103,443,1.3,SG,SIN,218.32,238.57
157.245.148.160,157.245.148.160,443,1.3,SG,SIN,217.52,224.79
162.128.72.114,162.128.72.114,443,1.3,SG,SIN,232.86,226.22
47.82.155.79,47.82.155.79,8443,1.29,SG,SIN,221.5,223.53
61.13.236.181,61.13.236.181,443,1.29,SG,SIN,216.86,225.53
178.128.86.3,178.128.86.3,443,1.29,SG,SIN,218.8,223.92
152.175.67.191,152.175.67.191,443,1.28,SG,SIN,216.59,223.41
43.163.113.253,43.163.113.253,443,1.28,SG,SIN,225.04,240.95
47.82.155.79,47.82.155.79,443,1.27,SG,SIN,226.94,221.03
47.82.155.79,47.82.155.79,2053,1.27,SG,SIN,225.13,223.31
188.239.9.91,188.239.9.91,443,1.26,SG,SIN,223.24,225.19
157.228.130.240,157.228.130.240,443,1.26,SG,SIN,218.8,232.14
129.226.202.149,129.226.202.149,443,1.26,SG,SIN,221.52,225.06
157.230.244.86,157.230.244.86,443,1.25,SG,SIN,219.41,222.56
138.2.108.213,138.2.108.213,443,1.25,SG,SIN,216.23,227.81
140.245.103.72,140.245.103.72,443,1.25,SG,SIN,217.31,226.5
165.245.176.192,165.245.176.192,443,1.24,SG,SIN,223.68,220.11
51.79.177.53,51.79.177.53,443,1.24,SG,SIN,232.58,247.14
159.65.1.74,159.65.1.74,443,1.24,SG,SIN,220.03,233.34
178.93.160.236,178.93.160.236,443,1.2,SG,SIN,226.71,229.79
138.2.64.229,138.2.64.229,443,1.19,SG,SIN,217.53,223.97
149.33.30.122,149.33.30.122,443,1.17,SG,SIN,221.94,235.77
43.134.174.114,43.134.174.114,443,1.01,SG,SIN,267.92,370.12
60.249.21.30,60.249.21.30,443,2.03,TW,TPE,175.42,193.71
156.154.245.83,156.154.222.195,443,124.33,US,DFW,31.73,41.86
185.234.145.124,185.234.145.124,443,118.41,US,ATL,52.46,82.87
45.45.217.48,45.45.217.48,443,100.72,US,LAX,46.1,63.09
113.20.6.129,113.20.6.129,2087,97.78,US,LAX,73.01,74.32
192.220.21.116,192.220.21.116,443,97.14,US,LAX,54.06,69.79
137.184.228.85,137.184.228.85,443,96.76,US,SJC,54.25,95.85
205.186.76.197,205.186.76.197,443,95.73,US,LAX,53.29,65.71
113.20.6.129,113.20.6.129,443,94.19,US,LAX,85.69,62.23
107.174.154.23,107.174.154.23,443,94.16,US,LAX,65.36,151.36
205.186.76.227,205.186.76.227,443,93.37,US,LAX,127.91,104.54
154.64.235.115,154.64.235.115,443,91.03,US,LAX,57.21,64.04
155.117.19.106,155.117.19.106,443,90.43,US,LAX,43.03,53.86
154.64.236.85,154.64.236.85,443,90.31,US,LAX,51.42,71.87
66.154.114.67,66.154.114.67,443,88.79,US,ORD,46.35,72.3
192.193.104.25,192.193.104.22,443,87.92,US,DFW,50.83,98.69
67.200.108.186,67.200.108.186,443,87.88,US,LAX,54.97,83.86
198.46.146.10,198.46.146.10,443,87.67,US,LAX,66.81,89.31
49.51.50.56,49.51.50.56,443,87.66,US,SJC,54.07,54.93
216.155.157.220,216.155.157.220,443,86.55,US,EWR,78.58,206.2
104.238.129.180,104.238.129.180,443,83.04,US,EWR,60.02,64.94
205.186.76.187,205.186.76.187,443,82.25,US,LAX,52.77,68.78
38.180.6.148,38.180.6.148,443,82.17,US,EWR,61.63,91.25
203.88.123.113,203.88.123.113,443,81.79,US,LAX,51.34,59.5
2.27.160.103,2.27.160.103,8443,81.05,US,LAX,56.78,71.78
212.124.105.20,212.124.105.20,443,80.95,US,IAD,75.55,83.93
64.181.218.67,64.181.218.67,443,74.04,US,ORD,78.37,75.53
147.45.60.98,147.45.60.98,443,73.42,US,ATL,46.34,53.73
192.3.212.40,192.3.212.40,443,73.31,US,LAX,49.75,59.33
205.186.76.198,205.186.76.198,443,72.39,US,LAX,68.02,94.93
138.249.133.40,138.249.133.40,443,66.97,US,IAD,58.52,71.75
45.61.148.252,45.61.148.252,443,63.72,US,DEN,63.01,147.77
45.203.217.22,45.203.217.25,443,63.28,US,LAX,49.45,76.16
63.142.251.8,63.142.251.8,443,62.42,US,DFW,32.21,47.94
192.18.136.255,2603:c024:c00e:6588:2813:e25c:5935:82e1,443,59.95,US,SJC,54.02,66.31
66.154.116.176,66.154.116.176,443,58.27,US,ORD,89.75,82.26
192.255.136.140,192.255.136.140,443,58.03,US,LAX,49.5,72.13
45.63.62.4,45.63.62.4,443,57.98,US,LAX,42.95,49.03
43.170.78.62,43.168.123.132,443,56.86,US,LAX,52.53,92.64
64.23.161.169,64.23.161.169,443,56.86,US,SJC,53.68,68.54
166.1.89.213,166.1.89.213,2087,56.81,US,EWR,68.76,77.22
216.36.86.25,216.36.86.25,443,55.68,US,LAX,49.84,71.74
166.1.89.213,166.1.89.213,2096,54.95,US,EWR,66.18,76.55
150.241.82.140,150.241.82.140,2053,54.6,US,DEN,56.11,83.7
166.1.89.213,166.1.89.213,2053,54.49,US,EWR,68.38,73.46
166.1.89.213,166.1.89.213,443,54.48,US,EWR,70.35,80.91
129.146.47.135,129.146.47.135,443,53.33,US,LAX,46.7,79.67
45.38.19.167,45.38.19.167,443,53.24,US,MCI,61.93,145.78
38.150.33.206,38.150.33.206,443,53.0,US,LAX,54.31,72.03
205.186.76.251,205.186.76.251,443,52.55,US,LAX,61.51,64.39
154.29.145.99,154.29.145.99,443,52.16,US,LAX,53.3,64.8
117.55.228.179,117.55.228.179,443,51.61,US,LAX,51.38,76.2
43.162.107.184,43.162.107.184,443,51.13,US,SJC,60.19,71.27
129.146.196.8,129.146.196.8,443,50.64,US,LAX,46.2,69.57
64.181.227.82,64.181.227.82,443,50.03,US,SJC,50.43,57.2
191.222.247.89,191.222.247.89,443,49.82,US,MIA,62.06,67.86
129.159.119.161,2603:c020:4013:7a7e:fdcd:bcf2:ae6a:3a94,443,49.79,US,IAD,51.87,58.09
38.65.9.251,38.65.9.251,443,49.27,US,LAX,61.41,63.47
179.255.185.119,179.255.185.119,443,47.98,US,EWR,73.83,80.6
166.1.89.213,166.1.89.213,8443,46.98,US,EWR,72.86,84.43
192.129.220.4,192.129.220.4,443,46.41,US,LAX,52.03,65.4
166.1.60.67,166.1.60.67,443,46.39,US,EWR,73.73,80.12
96.44.184.33,96.44.184.33,443,46.37,US,LAX,49.7,59.4
80.209.242.150,80.209.242.150,443,46.29,US,EWR,77.66,93.07
45.62.101.116,45.62.101.116,443,46.02,US,SJC,63.55,70.59
23.95.220.231,23.95.220.231,443,46.01,US,BUF,84.55,108.24
49.51.192.131,49.51.192.131,443,45.75,US,SJC,51.48,65.76
185.186.245.90,185.186.245.90,443,45.72,US,DFW,31.33,40.35
38.34.18.34,38.34.18.34,443,45.54,US,LAX,60.92,77.01
198.23.187.242,198.23.187.242,443,44.23,US,BUF,72.53,137.85
154.64.236.185,154.64.236.185,443,43.87,US,LAX,49.7,54.45
140.82.30.237,140.82.30.237,443,42.92,US,MIA,47.93,67.17
91.217.139.70,91.217.139.70,443,42.78,US,LAX,52.81,62.98
149.28.92.56,149.28.92.56,443,42.71,US,LAX,43.35,51.07
154.12.54.201,154.12.54.201,443,42.3,US,LAX,52.5,71.04
154.29.154.239,154.29.154.239,443,41.83,US,LAX,50.56,57.99
154.40.34.236,154.40.34.236,443,41.79,US,LAX,49.76,66.13
166.1.160.140,166.1.160.140,443,41.41,US,EWR,57.2,132.91
138.2.236.17,138.2.236.17,443,41.37,US,SJC,50.41,58.77
157.254.18.193,157.254.18.193,443,41.02,US,LAX,48.88,49.61
23.95.113.61,23.95.113.61,443,40.65,US,IAD,61.13,68.92
107.172.32.207,107.172.32.207,443,38.84,US,ORD,54.39,90.43
166.88.33.161,166.88.33.161,443,38.42,US,LAX,56.8,60.2
147.182.229.237,147.182.229.237,443,37.66,US,SJC,53.46,58.25
155.94.173.121,155.94.173.121,443,37.24,US,DFW,28.43,37.18
31.172.69.16,31.172.69.16,443,37.21,US,DFW,34.44,57.78
163.192.10.125,163.192.10.125,443,36.52,US,SJC,53.12,59.58
150.241.82.140,150.241.82.140,443,36.42,US,DEN,56.18,84.45
147.182.242.22,147.182.242.22,443,36.27,US,SJC,53.96,66.95
154.64.236.54,154.64.236.54,443,35.95,US,MIA,49.41,192.78
117.55.239.57,117.55.239.57,443,35.91,US,LAX,51.15,66.75
192.129.133.225,192.129.133.225,443,35.68,US,LAX,48.94,80.27
23.95.215.195,23.95.215.195,443,35.21,US,SJC,63.3,70.15
45.203.217.25,45.203.217.25,443,35.2,US,LAX,49.83,63.18
129.159.37.136,2603:c024:c00d:b366:2fa3:6c2c:5a4d:4067,443,34.5,US,SJC,56.01,68.86
144.168.61.162,144.168.61.162,443,34.48,US,LAX,50.82,56.62
154.64.235.247,154.64.235.247,443,34.05,US,LAX,53.36,53.77
154.21.197.32,154.21.197.32,443,33.91,US,LAX,49.69,61.16
38.65.9.104,38.65.9.104,443,33.3,US,LAX,49.81,59.08
144.225.187.240,144.225.187.240,443,32.67,US,LAX,54.87,68.22
38.150.33.206,38.150.33.206,2053,32.47,US,LAX,55.37,68.27
163.192.22.57,163.192.22.57,443,31.41,US,SJC,50.94,55.81
154.29.154.17,154.29.154.17,443,31.39,US,LAX,48.66,59.37
192.220.35.91,192.220.35.91,443,31.28,US,LAX,49.73,59.76
129.146.46.164,129.146.46.164,443,30.79,US,LAX,58.76,59.07
89.41.26.121,89.41.26.121,443,30.78,US,LAX,45.56,97.9
166.1.160.221,166.1.160.221,443,30.6,US,EWR,60.44,73.11
107.174.83.113,107.174.83.113,443,29.84,US,LAX,49.56,55.23
144.225.247.22,144.225.247.22,443,29.59,US,SJC,60.83,68.79
35.212.214.143,35.212.214.143,443,29.42,US,SEA,79.75,108.03
64.177.112.4,64.177.112.4,443,29.28,US,ORD,56.9,62.22
129.159.41.150,129.159.41.150,443,29.2,US,SJC,51.16,56.5
38.132.122.241,38.132.122.241,443,28.72,US,EWR,59.42,73.3
140.99.254.179,140.99.254.179,443,28.65,US,IAD,63.61,66.97
66.154.117.245,66.154.117.245,443,28.59,US,ORD,50.56,130.52
154.29.150.87,154.29.150.87,443,28.55,US,LAX,50.7,56.51
192.3.251.89,192.3.251.89,443,28.53,US,SEA,69.9,109.23
64.49.28.173,64.49.28.173,8443,28.32,US,LAX,73.82,91.19
45.38.249.40,45.38.249.40,443,28.3,US,MCI,48.68,60.17
154.64.236.247,154.64.236.247,443,28.2,US,LAX,51.27,58.59
64.83.15.129,64.83.15.129,443,27.91,US,LAX,57.57,51.11
172.245.180.180,172.245.180.180,443,27.85,US,BUF,65.55,126.45
104.225.154.171,104.225.154.171,443,27.75,US,LAX,57.05,63.05
129.159.34.196,129.159.34.196,443,27.63,US,SJC,52.15,355.41
43.172.87.194,43.172.87.194,8443,27.16,US,SJC,58.49,55.52
207.246.66.85,207.246.66.85,443,26.94,US,MIA,46.82,52.0
141.148.187.195,141.148.187.195,443,26.91,US,LAX,45.59,68.81
45.148.125.245,45.148.125.245,8443,26.56,US,EWR,63.0,71.55
198.12.120.194,198.12.120.194,443,26.49,US,SJC,59.46,87.21
45.91.248.92,45.91.248.92,443,26.45,US,EWR,69.13,98.77
172.247.244.74,172.247.244.74,443,26.26,US,LAX,61.31,70.41
154.29.145.201,154.29.145.201,443,26.11,US,LAX,50.03,60.02
192.236.234.71,192.236.234.71,443,26.09,US,LAX,50.38,72.0
134.122.9.53,134.122.9.53,443,26.06,US,EWR,59.2,66.71
162.251.204.43,2a14:67c3:12:6b::a,443,26.05,US,EWR,56.89,63.59
64.181.247.243,64.181.247.243,443,25.92,US,SJC,50.67,56.51
64.83.31.71,64.83.31.71,443,25.83,US,LAX,43.37,52.58
38.65.9.66,38.65.9.66,443,25.41,US,LAX,73.33,59.47
205.186.76.209,205.186.76.209,443,25.36,US,LAX,52.42,74.77
167.172.223.14,167.172.223.14,443,25.27,US,SJC,60.81,57.2
154.9.254.141,154.9.254.63,443,25.26,US,LAX,49.63,60.86
107.174.71.164,107.174.71.164,443,25.12,US,BUF,70.53,72.56
43.170.25.96,43.152.135.77,443,24.96,US,IAD,56.81,59.5
192.3.134.177,192.3.134.177,443,24.65,US,SJC,64.51,79.06
95.182.94.210,95.182.94.210,443,24.62,US,MCI,46.59,73.42
38.46.216.38,38.46.216.38,443,24.29,US,DEN,57.83,108.43
107.175.209.186,107.175.209.186,443,24.17,US,YYZ,72.8,182.25
107.172.241.7,107.172.241.7,443,24.17,US,LAX,51.42,55.7
107.172.187.94,107.172.187.94,443,24.12,US,LAX,50.47,57.48
64.49.28.173,64.49.28.173,2053,24.11,US,SJC,73.58,112.35
149.248.0.87,149.248.0.87,443,23.97,US,LAX,43.01,47.69
192.204.62.245,192.204.62.245,443,23.9,US,LAX,50.92,64.88
192.9.157.76,2a09:bac1:76c0:1cf0::4cf:1d,443,23.9,US,SJC,50.67,71.97
192.220.23.93,192.220.23.93,443,23.81,US,LAX,50.18,63.0
23.254.248.161,23.254.248.161,443,23.49,US,LAX,49.25,78.81
205.186.76.237,205.186.76.237,443,23.44,US,LAX,62.83,89.63
143.198.31.221,143.198.31.221,443,23.24,US,EWR,62.31,65.23
80.209.242.120,80.209.242.120,443,22.95,US,EWR,63.53,90.74
64.181.255.215,64.181.255.215,443,22.93,US,SJC,50.77,54.77
154.64.236.242,154.64.236.242,443,22.9,US,LAX,48.09,53.23
82.39.213.181,82.39.213.181,443,22.83,US,EWR,66.11,78.98
107.173.15.138,107.173.15.138,443,22.57,US,DFW,35.28,56.26
23.227.196.6,23.227.196.6,443,22.56,US,ORD,58.34,87.52
64.49.28.173,2602:faa8:205:3fb1::1,443,22.36,US,SJC,68.19,115.82
38.77.187.51,38.77.187.51,443,22.17,US,PHX,58.39,64.6
163.47.42.64,163.47.42.64,443,22.15,US,LAX,54.32,67.77
150.136.139.228,150.136.139.228,443,22.04,US,EWR,51.66,64.87
191.222.247.124,191.222.247.124,443,21.58,US,MIA,61.64,76.06
107.172.155.121,107.172.155.121,443,21.45,US,YYZ,87.87,93.56
43.162.119.244,43.162.119.244,443,21.27,US,SJC,68.41,56.74
38.60.91.95,38.60.91.95,443,21.17,US,LAX,49.34,55.42
82.39.213.181,82.39.213.181,8443,21.14,US,EWR,65.93,76.82
35.230.125.197,35.230.125.197,443,21.01,US,SEA,71.85,101.92
143.47.96.200,143.47.96.200,443,20.68,US,IAD,51.23,55.29
38.65.9.111,38.65.9.111,443,20.46,US,LAX,57.47,56.58
155.117.18.19,155.117.18.19,443,20.38,US,LAX,43.33,54.38
205.186.76.141,205.186.76.141,443,20.26,US,LAX,53.79,65.93
146.235.232.79,146.235.232.79,443,20.22,US,SJC,54.72,64.04
23.94.79.83,23.94.79.83,443,19.82,US,YYZ,73.85,175.11
45.12.53.76,45.12.53.76,443,19.68,US,LAX,53.61,55.8
107.173.167.108,2a09:bac5:c82e:1678::23d:b0,8443,19.6,US,IAD,57.71,67.02
45.138.100.200,45.138.100.200,443,19.54,US,EWR,63.02,77.34
45.148.125.245,45.148.125.245,443,19.14,US,EWR,63.29,69.44
144.34.161.46,144.34.161.46,443,18.24,US,LAX,52.49,55.18
23.94.66.59,23.94.66.59,443,18.22,US,BUF,71.62,132.08
198.23.246.97,198.23.246.97,443,17.94,US,SJC,58.38,79.59
216.36.110.48,216.36.110.48,443,17.58,US,LAX,49.23,58.37
107.172.139.14,107.172.139.14,443,16.91,US,BUF,72.73,85.46
104.168.38.167,104.168.38.167,443,16.9,US,YYZ,70.24,159.73
107.173.167.108,2a09:bac5:c82e:1678::23d:b0,443,16.78,US,IAD,57.64,66.08
144.202.108.119,144.202.108.119,443,16.76,US,SJC,85.76,94.68
206.81.10.201,206.81.10.201,443,16.63,US,EWR,59.6,69.78
154.40.50.111,154.40.50.111,8443,16.33,US,LAX,49.49,55.13
104.168.56.73,104.168.56.73,443,16.12,US,YYZ,77.62,179.15
75.127.4.251,75.127.4.251,443,15.58,US,YYZ,69.86,163.11
47.254.122.134,47.254.122.134,443,15.28,US,SJC,52.36,61.65
89.185.80.238,89.185.80.238,443,15.27,US,LAX,47.47,85.81
45.203.217.26,45.203.217.25,443,15.04,US,LAX,53.62,59.01
23.94.59.201,23.94.59.201,443,14.88,US,SEA,67.91,99.33
107.172.222.174,107.172.222.174,443,14.76,US,YYZ,67.99,141.63
3.132.174.45,3.132.174.45,443,14.69,US,CMH,62.18,71.25
38.150.32.128,38.150.32.128,443,14.59,US,LAX,55.83,75.22
107.175.132.4,107.175.132.4,443,14.48,US,YYZ,72.1,116.68
149.248.36.183,149.248.36.183,443,14.48,US,SEA,68.26,76.68
96.8.121.29,96.8.121.29,443,14.18,US,SEA,68.24,88.47
154.81.37.31,154.81.37.31,443,14.05,US,LAX,57.93,54.57
192.210.133.140,192.210.133.140,443,13.89,US,YYZ,69.29,156.47
185.28.175.51,185.28.175.51,443,13.82,US,MIA,50.95,61.76
80.209.241.166,80.209.241.166,443,13.81,US,EWR,64.45,84.52
146.190.56.83,146.190.56.83,443,13.75,US,SJC,53.8,60.47
35.212.217.90,35.212.217.90,443,13.43,US,SEA,77.0,91.89
172.245.148.211,172.245.148.211,443,13.14,US,SEA,69.19,100.05
45.203.217.23,45.203.217.25,443,13.02,US,LAX,54.79,51.72
45.61.184.32,45.61.184.32,443,12.97,US,MIA,88.46,92.93
107.173.250.159,107.173.250.159,443,12.85,US,EWR,68.22,146.9
38.65.9.110,38.65.9.110,443,12.47,US,LAX,50.39,54.91
159.89.91.17,159.89.91.17,443,12.46,US,EWR,59.63,73.8
192.9.149.198,192.9.149.198,443,12.19,US,SJC,68.51,54.65
45.12.88.57,45.12.88.57,443,12.16,US,LAX,51.95,69.88
192.3.208.192,192.3.208.192,443,12.11,US,SJC,61.01,77.14
154.9.243.154,154.9.243.154,443,12.0,US,LAX,50.02,60.4
46.17.107.199,46.17.107.199,443,11.67,US,EWR,63.04,80.45
205.185.126.59,205.185.126.59,443,11.63,US,DEN,60.01,128.9
23.95.148.8,23.95.148.8,443,11.38,US,YYZ,71.12,148.21
208.167.245.42,208.167.245.42,443,11.15,US,EWR,62.35,65.82
172.245.246.110,172.245.246.110,443,11.14,US,EWR,71.14,163.6
45.158.127.48,45.158.127.48,443,11.09,US,LAX,49.98,59.69
107.173.202.209,107.173.202.209,443,11.01,US,BUF,69.81,122.96
38.180.204.104,38.180.204.104,443,10.86,US,ORD,54.22,97.13
107.173.53.237,107.173.53.237,443,10.78,US,YYZ,85.95,101.78
137.184.46.183,137.184.46.183,443,10.22,US,SJC,55.43,57.61
107.174.40.115,107.174.40.115,443,10.05,US,LAX,49.72,56.94
205.186.76.242,205.186.76.242,443,10.0,US,LAX,52.14,66.8
185.65.151.81,185.94.108.80,443,9.91,US,IAD,59.89,107.16
162.217.248.105,162.217.248.105,443,9.89,US,EWR,57.79,71.82
107.150.96.171,107.150.96.171,443,9.86,US,LAX,50.65,74.25
65.49.219.27,65.49.219.27,443,9.84,US,LAX,48.24,54.07
159.60.146.82,159.60.174.158,443,9.61,US,DFW,31.41,71.92
192.3.1.218,192.3.1.218,443,9.39,US,YYZ,66.94,187.53
107.150.0.204,107.150.0.204,443,9.37,US,SEA,71.9,105.88
154.64.235.1,154.64.235.1,443,9.34,US,LAX,49.88,57.41
66.112.210.246,66.112.210.246,443,9.18,US,LAX,49.99,54.14
154.64.235.168,154.64.235.168,443,8.92,US,LAX,49.12,58.59
154.64.235.219,154.64.235.219,443,8.79,US,LAX,49.45,55.35
150.136.105.229,150.136.105.229,443,8.77,US,IAD,55.06,55.27
64.49.28.173,2602:faa8:205:3fb1::1,2083,8.68,US,SJC,55.86,99.31
91.149.239.206,91.149.239.206,443,8.63,US,LAX,48.25,62.58
45.203.217.21,45.203.217.25,443,8.26,US,LAX,49.99,69.45
107.172.190.151,107.172.190.151,443,7.79,US,YYZ,66.91,101.56
129.146.7.155,129.146.7.155,443,7.7,US,LAX,45.45,72.24
159.60.146.81,185.94.142.98,443,7.64,US,DFW,30.89,74.19
129.159.84.71,129.159.84.71,443,7.33,US,IAD,60.02,61.85
104.168.87.130,104.168.87.130,443,7.3,US,SJC,61.47,86.05
149.248.18.11,149.248.18.11,443,7.09,US,LAX,42.67,49.8
192.129.240.161,192.129.240.161,443,6.58,US,SJC,48.09,74.93
45.12.88.57,45.12.88.57,8443,6.5,US,LAX,64.99,59.59
206.245.132.139,206.245.132.139,443,6.09,US,DEN,56.61,122.27
77.110.125.182,77.110.125.182,443,5.68,US,ATL,49.11,69.89
186.244.210.49,186.244.210.49,443,5.67,US,SJC,84.92,98.4
129.146.49.224,129.146.49.224,443,5.64,US,LAX,47.29,74.46
206.223.84.247,206.223.84.247,443,5.24,US,LAX,50.76,77.03
78.111.88.107,78.111.88.107,443,4.75,US,EWR,81.97,99.14
117.55.231.178,117.55.231.178,443,4.47,US,LAX,50.72,359.2
154.40.50.111,154.40.50.111,443,4.45,US,LAX,50.28,56.61
82.38.69.104,82.38.69.104,443,4.41,US,EWR,62.95,71.18
213.170.157.1,185.71.228.0,443,3.41,US,PDX,69.87,151.1
107.173.87.103,107.173.87.103,443,3.23,US,SJC,59.96,379.42
